"address","addressCity","addressState","addressStreet","addressZipcode","area","availabilityDate","baths","beds","brokerName","countryCurrency","hasAdditionalAttributions","id","isFeaturedListing","isHomeRec","isSaved","isUndisclosedAddress","isUserClaimingOwner","latLong/latitude","latLong/longitude","list","openHouseDescription","openHouseStartDate","price","shouldShowZestimateAsPrice","statusText","statusType","unformattedPrice","variableData/text","variableData/type","zpid"
"10947 E Wingspan Way, Scottsdale, AZ 85255","Scottsdale","AZ","10947 E Wingspan Way","85255","14341",,"9","7","Russ Lyon Sotheby's International Realty","$","true","81990551","false","false","false","false","false","33.67789","-111.845856","true","Open House - 11:00 AM - 1:00 PM","2024-06-01T11:00:00","$14,500,000","false","House for sale","FOR_SALE","14500000","Open: Sat. 11am-1pm","OPEN_HOUSE","81990551"
"8326 E Wethersfield Rd, Scottsdale, AZ 85260","Scottsdale","AZ","8326 E Wethersfield Rd","85260","6213",,"5","5","Russ Lyon Sotheby's International Realty","$","true","7863055","false","false","false","false","false","33.597446","-111.90034","true","Open House - 0:00 - 3:00 PM","2024-06-02T12:00:00","$4,650,000","false","House for sale","FOR_SALE","4650000","Open: Sun. 12-3pm","OPEN_HOUSE","7863055"
"35264 N 72nd Pl, Scottsdale, AZ 85266","Scottsdale","AZ","35264 N 72nd Pl","85266","2490",,"3","3","My Home Group Real Estate","$","true","240311413","false","false","false","false","false","33.79699","-111.925766","true","Open House - 10:00 AM - 2:00 PM","2024-06-01T10:00:00","$1,494,900","false","House for sale","FOR_SALE","1494900","Open: Sat. 10am-2pm","OPEN_HOUSE","240311413"
"1606 W Capistrano Ave, Phoenix, AZ 85041","Phoenix","AZ","1606 W Capistrano Ave","85041","4077",,"5","4","Superlative Realty","$","true","67766263","false","false","false","false","false","33.35086","-112.09489","true","Open House - 0:00 - 3:00 PM","2024-06-01T12:00:00","$1,399,000","false","House for sale","FOR_SALE","1399000","Open: Sat. 12-3pm","OPEN_HOUSE","67766263"
"4958 E Grandview Ln, Phoenix, AZ 85018","Phoenix","AZ","4958 E Grandview Ln","85018","5393",,"4","4","Griggs's Group Powered by The Altman Brothers","$","true","7839252","false","false","false","false","false","33.51474","-111.97198","true","Open House - 0:00 - 3:00 PM","2024-06-01T12:00:00","$4,150,000","false","House for sale","FOR_SALE","4150000","Open: Sat. 12-3pm","OPEN_HOUSE","7839252"
"3800 E Lincoln Dr UNIT 53, Phoenix, AZ 85018","Phoenix","AZ","3800 E Lincoln Dr UNIT 53","85018","4320",,"5","4","Arizona Proper Real Estate LLC","$","true","95160822","false","false","false","false","false","33.534447","-111.99821","true","Open House - 4:00 - 7:00 PM","2024-05-30T16:00:00","$3,750,000","false","House for sale","FOR_SALE","3750000","Showcase","SHOWCASE","95160822"
"5753 E Bent Tree Dr, Scottsdale, AZ 85266","Scottsdale","AZ","5753 E Bent Tree Dr","85266","4654",,"4","5","Keller Williams Arizona Realty","$","true","7984637","false","false","false","false","false","33.73507","-111.95605","true","Open House - 10:00 AM - 0:00 PM","2024-06-02T10:00:00","$1,499,000","false","House for sale","FOR_SALE","1499000","Open: Sun. 10am-12pm","OPEN_HOUSE","7984637"
"8132 E Valley View Rd, Scottsdale, AZ 85250","Scottsdale","AZ","8132 E Valley View Rd","85250","1832",,"2","3","Russ Lyon Sotheby's International Realty","$","true","7839546","false","false","false","false","false","33.519","-111.90474","true","Open House - 1:00 - 4:00 PM","2024-06-01T13:00:00","$995,000","false","House for sale","FOR_SALE","995000","Open: Sat. 1-4pm","OPEN_HOUSE","7839546"
"3102 E Whitton Ave, Phoenix, AZ 85016","Phoenix","AZ","3102 E Whitton Ave","85016","1534",,"2","3","The Brokery","$","true","300102716","false","false","false","false","false","33.48951","-112.01558","true","Open House - 11:00 AM - 1:00 PM","2024-05-30T11:00:00","$649,900","false","House for sale","FOR_SALE","649900","Open: Thu. 11am-1pm","OPEN_HOUSE","300102716"
"8346 E Roma Ave, Scottsdale, AZ 85251","Scottsdale","AZ","8346 E Roma Ave","85251","2476",,"3","4","Realty ONE Group","$","true","7848111","false","false","false","false","false","33.500893","-111.90052","true","Open House - 0:00 - 2:00 PM","2024-05-30T12:00:00","$999,999","false","House for sale","FOR_SALE","999999","Open: Thu. 12-2pm","OPEN_HOUSE","7848111"
"11611 S Half Moon Dr, Phoenix, AZ 85044","Phoenix","AZ","11611 S Half Moon Dr","85044","2246",,"2","2","Keller Williams Realty Sonoran Living","$","true","8149378","false","false","false","false","false","33.342266","-111.97934","true","Open House - 9:30 AM - 2:00 PM","2024-06-02T09:30:00","$449,900","false","House for sale","FOR_SALE","449900","Open: Sun. 9:30am-2pm","OPEN_HOUSE","8149378"
"19400 N Westbrook Pkwy UNIT 246, Peoria, AZ 85382","Peoria","AZ","19400 N Westbrook Pkwy UNIT 246","85382","1081",,"2","2","Re/Max Fine Properties","$","true","7896285","false","false","false","false","false","33.659832","-112.263084","true","Open House - 11:00 AM - 2:00 PM","2024-06-02T11:00:00","$274,900","false","Apartment for sale","FOR_SALE","274900","Open: Sun. 11am-2pm","OPEN_HOUSE","7896285"
"14327 E Harmony Ln, Fountain Hills, AZ 85268","Fountain Hills","AZ","14327 E Harmony Ln","85268","2866",,"4","3","Launch Powered By Compass","$","true","316076150","false","false","false","false","false","33.61198","-111.772194","true","Open House - 11:00 AM - 2:00 PM","2024-06-02T11:00:00","$2,000,000","false","House for sale","FOR_SALE","2000000","Showcase","SHOWCASE","316076150"
"6233 E Catalina Dr, Scottsdale, AZ 85251","Scottsdale","AZ","6233 E Catalina Dr","85251","2047",,"2","3","Coldwell Banker Realty","$","true","7567545","false","false","false","false","false","33.481445","-111.94711","true","Open House - 10:30 AM - 1:00 PM","2024-06-01T10:30:00","$650,000","false","Townhouse for sale","FOR_SALE","650000","Open: Sat. 10:30am-1pm","OPEN_HOUSE","7567545"
"5993 W Aurora Dr, Glendale, AZ 85308","Glendale","AZ","5993 W Aurora Dr","85308","2818",,"3","4","Opendoor Brokerage, LLC","$","true","8103595","false","false","false","false","false","33.677475","-112.18958","true","Open House - 8:00 AM - 7:30 PM","2024-05-30T08:00:00","$655,000","false","House for sale","FOR_SALE","655000","Open: Thu. 8am-7:30pm","OPEN_HOUSE","8103595"
"13634 S Canyon Dr, Phoenix, AZ 85048","Phoenix","AZ","13634 S Canyon Dr","85048","6697",,"6","5","Real Broker","$","true","8161201","false","false","false","false","false","33.32177","-112.029945","true","Open House - 3:30 - 7:30 PM","2024-06-01T15:30:00","$2,250,000","false","House for sale","FOR_SALE","2250000","Open: Sat. 3:30-7:30pm","OPEN_HOUSE","8161201"
"5632 E Emile Zola Ave, Scottsdale, AZ 85254","Scottsdale","AZ","5632 E Emile Zola Ave","85254","2934",,"3","4","eXp Realty","$","true","7822001","false","false","false","false","false","33.60819","-111.95914","true","Open House - 11:00 AM - 3:00 PM","2024-06-01T11:00:00","$1,650,000","false","House for sale","FOR_SALE","1650000","Open: Sat. 11am-3pm","OPEN_HOUSE","7822001"
"8321 W Avenida Del Sol, Peoria, AZ 85383","Peoria","AZ","8321 W Avenida Del Sol","85383","3825",,"4","5","Century 21 Northwest","$","true","84074945","false","false","false","false","false","33.699368","-112.23856","true","Open House - 9:00 AM - 5:00 PM","2024-06-01T09:00:00","$1,150,000","false","House for sale","FOR_SALE","1150000","Open: Sat. 9am-5pm","OPEN_HOUSE","84074945"
"802 E Harmont Dr, Phoenix, AZ 85020","Phoenix","AZ","802 E Harmont Dr","85020","2532",,"3","4","RE/MAX Desert Showcase","$","true","7790108","false","false","false","false","false","33.55549","-112.06363","true","Open House - 10:00 AM - 1:00 PM","2024-06-02T10:00:00","$799,900","false","House for sale","FOR_SALE","799900","Open: Sun. 10am-1pm","OPEN_HOUSE","7790108"
"28145 N 91st St, Scottsdale, AZ 85262","Scottsdale","AZ","28145 N 91st St","85262","9607",,"8","6","Russ Lyon Sotheby's International Realty","$","true","52428529","false","false","false","false","false","33.73982","-111.88336","true","Open House - 10:00 AM - 0:00 PM","2024-05-30T10:00:00","$5,950,000","false","House for sale","FOR_SALE","5950000","Open: Thu. 10am-12pm","OPEN_HOUSE","52428529"
"9770 N 80th Pl, Scottsdale, AZ 85258","Scottsdale","AZ","9770 N 80th Pl","85258","2422",,"3","3","RE/MAX Fine Properties","$","true","7867144","false","false","false","false","false","33.57426","-111.908516","true","Open House - 11:00 AM - 1:00 PM","2024-06-01T11:00:00","$789,000","false","House for sale","FOR_SALE","789000","Open: Sat. 11am-1pm","OPEN_HOUSE","7867144"
"20453 N 95th Pl, Scottsdale, AZ 85255","Scottsdale","AZ","20453 N 95th Pl","85255","2468",,"3","3","HUNT Real Estate ERA","$","true","8065521","false","false","false","false","false","33.671673","-111.87362","true","Open House - 2:00 - 6:00 PM","2024-05-31T14:00:00","$1,240,000","false","House for sale","FOR_SALE","1240000","Open: Fri. 2-6pm","OPEN_HOUSE","8065521"
"7030 N Wilder Rd, Phoenix, AZ 85021","Phoenix","AZ","7030 N Wilder Rd","85021","6026",,"6","5","Launch Powered By Compass","$","true","119227543","false","false","false","false","false","33.539497","-112.079765","true","Open House - 1:00 - 4:00 PM","2024-06-01T13:00:00","$3,795,000","false","House for sale","FOR_SALE","3795000","Open: Sat. 1-4pm","OPEN_HOUSE","119227543"
"2050 W Dunlap Ave #D030, Phoenix, AZ 85021","Phoenix","AZ","2050 W Dunlap Ave #D030","85021","960","2023-12-28 00:00:00","2","2",,"$","false","2053190068","false","false","false","false","false","33.569855","-112.103004","true","Open House - 10:00 AM - 2:00 PM","2024-05-30T10:00:00","$139,900","false","New construction","FOR_SALE","139900","Open: Thu. 10am-2pm","OPEN_HOUSE","2053190068"
"1510 W Horsetail Trl, Phoenix, AZ 85085","Phoenix","AZ","1510 W Horsetail Trl","85085","4375",,"4","4","Russ Lyon Sotheby's International Realty","$","true","94638518","false","false","false","false","false","33.783825","-112.091774","true","Open House - 0:00 - 2:00 PM","2024-06-02T12:00:00","$1,300,000","false","House for sale","FOR_SALE","1300000","Open: Sun. 12-2pm","OPEN_HOUSE","94638518"
"2140 E Palm Ln, Phoenix, AZ 85006","Phoenix","AZ","2140 E Palm Ln","85006","1811",,"3","3","HomeSmart","$","true","95187740","false","false","false","false","false","33.469593","-112.03503","true","Open House - 0:00 - 3:00 PM","2024-06-01T12:00:00","$619,000","false","House for sale","FOR_SALE","619000","Open: Sat. 12-3pm","OPEN_HOUSE","95187740"
"7102 E Orange Blossom Ln, Paradise Valley, AZ 85253","Paradise Valley","AZ","7102 E Orange Blossom Ln","85253","3000",,"4","4","Russ Lyon Sotheby's International Realty","$","true","7841671","false","false","false","false","false","33.511642","-111.92798","true","Open House - 1:00 - 5:00 PM","2024-06-01T13:00:00","$3,000,000","false","House for sale","FOR_SALE","3000000","Open: Sat. 1-5pm","OPEN_HOUSE","7841671"
"1432 E Griswold Rd, Phoenix, AZ 85020","Phoenix","AZ","1432 E Griswold Rd","85020","2226",,"3","3","My Home Group Real Estate","$","true","7790511","false","false","false","false","false","33.557262","-112.051025","true","Open House - 0:00 - 3:00 PM","2024-06-01T12:00:00","$805,000","false","House for sale","FOR_SALE","805000","Open: Sat. 12-3pm","OPEN_HOUSE","7790511"
"31123 N 138th Ave, Peoria, AZ 85383","Peoria","AZ","31123 N 138th Ave","85383","3179",,"5","5","Realty ONE Group","$","true","113982087","false","false","false","false","false","33.76533","-112.35869","true","Open House - 9:00 AM - 0:00 PM","2024-05-30T09:00:00","$769,900","false","House for sale","FOR_SALE","769900","Open: Thu. 9am-12pm","OPEN_HOUSE","113982087"
"10743 E Monument Dr, Scottsdale, AZ 85262","Scottsdale","AZ","10743 E Monument Dr","85262","4434",,"4","5","Real Broker","$","true","8037819","false","false","false","false","false","33.745117","-111.84884","true","Open House - 10:00 AM - 2:00 PM","2024-06-01T10:00:00","$1,800,000","false","House for sale","FOR_SALE","1800000","Open: Sat. 10am-2pm","OPEN_HOUSE","8037819"
"5215 E Lafayette Blvd, Phoenix, AZ 85018","Phoenix","AZ","5215 E Lafayette Blvd","85018","5624",,"6","5","Realty ONE Group","$","true","81960108","false","false","false","false","false","33.495373","-111.96924","true","Open House - 1:00 - 4:00 PM","2024-06-01T13:00:00","$2,994,888","false","House for sale","FOR_SALE","2994888","Open: Sat. 1-4pm","OPEN_HOUSE","81960108"
"8107 E Via Del Futuro, Scottsdale, AZ 85258","Scottsdale","AZ","8107 E Via Del Futuro","85258","2554",,"3","3","Russ Lyon Sotheby's International Realty","$","true","7878796","false","false","false","false","false","33.54094","-111.90637","true","Open House - 11:00 AM - 4:00 PM","2024-05-30T11:00:00","$1,900,000","false","New construction","FOR_SALE","1900000","Open: Thu. 11am-4pm","OPEN_HOUSE","7878796"
"11481 E Juan Tabo Rd, Scottsdale, AZ 85255","Scottsdale","AZ","11481 E Juan Tabo Rd","85255","4704",,"5","5","Real Broker","$","true","95142860","false","false","false","false","false","33.708584","-111.83339","true","Open House - 2:00 - 6:00 PM","2024-05-30T14:00:00","$2,750,000","false","New construction","FOR_SALE","2750000","Open: Thu. 2-6pm","OPEN_HOUSE","95142860"
"1307 E Whalers Way, Tempe, AZ 85283","Tempe","AZ","1307 E Whalers Way","85283","2272",,"3","3","Opendoor Brokerage, LLC","$","true","8136641","false","false","false","false","false","33.375458","-111.91745","true","Open House - 8:00 AM - 7:30 PM","2024-05-30T08:00:00","$959,000","false","House for sale","FOR_SALE","959000","Open: Thu. 8am-7:30pm","OPEN_HOUSE","8136641"
"10410 N Cave Creek Rd UNIT 2060, Phoenix, AZ 85020","Phoenix","AZ","10410 N Cave Creek Rd UNIT 2060","85020","1082",,"2","2","Brokers Hub Realty, LLC","$","true","7786481","false","false","false","false","false","33.5817","-112.055176","true","Open House - 1:00 - 4:00 PM","2024-06-01T13:00:00","$319,950","false","Townhouse for sale","FOR_SALE","319950","Open: Sat. 1-4pm","OPEN_HOUSE","7786481"
"8511 S 9th Dr #15, Phoenix, AZ 85041","Phoenix","AZ","8511 S 9th Dr #15","85041","3300",,"5","4","NORTH&CO.","$","true","2061534594","false","false","false","false","false","33.36907","-112.08589","true","Open House - 0:00 - 2:00 PM","2024-05-30T12:00:00","$1,395,000","false","New construction","FOR_SALE","1395000","Open: Thu. 12-2pm","OPEN_HOUSE","2061534594"
"1512 W Palmaire Ave, Phoenix, AZ 85021","Phoenix","AZ","1512 W Palmaire Ave","85021","2886",,"3","4","Launch Powered By Compass","$","true","284928608","false","false","false","false","false","33.54154","-112.091835","true","Open House - 0:00 - 3:00 PM","2024-06-01T12:00:00","$950,000","false","House for sale","FOR_SALE","950000","Open: Sat. 12-3pm","OPEN_HOUSE","284928608"
"10050 E Mountainview Lake Dr UNIT 21, Scottsdale, AZ 85258","Scottsdale","AZ","10050 E Mountainview Lake Dr UNIT 21","85258","2530",,"3","2","HomeSmart","$","true","8057576","false","false","false","false","false","33.577023","-111.86371","true","Open House - 1:00 - 5:00 PM","2024-05-30T13:00:00","$1,289,000","false","Townhouse for sale","FOR_SALE","1289000","Open: Thu. 1-5pm","OPEN_HOUSE","8057576"
"10960 N 67th Ave LOT 134, Glendale, AZ 85304","Glendale","AZ","10960 N 67th Ave LOT 134","85304","1248",,"2","2","West USA Realty","$","true","2053936875","false","false","false","false","false","33.58621","-112.205444","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$69,900","false","Home for sale","FOR_SALE","69900","Open: Sat. 10am-1pm","OPEN_HOUSE","2053936875"
"11336 E Diamond Cholla Dr, Scottsdale, AZ 85255","Scottsdale","AZ","11336 E Diamond Cholla Dr","85255","2248",,"2","4","HomeSmart","$","true","8063666","false","false","false","false","false","33.725807","-111.83623","true","Open House - 9:30 AM - 1:00 PM","2024-06-01T09:30:00","$1,395,000","false","House for sale","FOR_SALE","1395000","Open: Sat. 9:30am-1pm","OPEN_HOUSE","8063666"
"27762 N 96th Dr, Peoria, AZ 85382","Peoria","AZ","27762 N 96th Dr","85382","3750",,"4","5","HomeSmart","$","true","2053944893","false","false","false","false","false","33.73541","-112.268","true","Open House - 0:00 - 2:00 PM","2024-06-01T12:00:00","$1,150,000","false","House for sale","FOR_SALE","1150000","Open: Sat. 12-2pm","OPEN_HOUSE","2053944893"
"12580 W Tyler Trl, Peoria, AZ 85383","Peoria","AZ","12580 W Tyler Trl","85383","3835",,"5","4","Lake Pleasant Real Estate","$","true","157725570","false","false","false","false","false","33.76502","-112.33157","true","Open House - 1:00 - 4:00 PM","2024-05-30T13:00:00","$1,595,000","false","House for sale","FOR_SALE","1595000","Showcase","SHOWCASE","157725570"
"2216 E Myrtle Ave, Phoenix, AZ 85020","Phoenix","AZ","2216 E Myrtle Ave","85020","3172",,"4","5","Launch Powered By Compass","$","true","7807355","false","false","false","false","false","33.542156","-112.03399","true","Open House - 11:00 AM - 3:00 PM","2024-05-30T11:00:00","$1,195,000","false","House for sale","FOR_SALE","1195000","Open: Thu. 11am-3pm","OPEN_HOUSE","7807355"
"11938 W Creosote Dr, Peoria, AZ 85383","Peoria","AZ","11938 W Creosote Dr","85383","1881",,"2","2","RE/MAX Professionals","$","true","300104680","false","false","false","false","false","33.767017","-112.31749","true","Open House - 11:00 AM - 2:00 PM","2024-06-02T11:00:00","$750,000","false","House for sale","FOR_SALE","750000","Open: Sun. 11am-2pm","OPEN_HOUSE","300104680"
"2141 W Augusta Ave, Phoenix, AZ 85021","Phoenix","AZ","2141 W Augusta Ave","85021","1890",,"2","4","eXp Realty","$","true","7778626","false","false","false","false","false","33.551155","-112.10583","true","Open House - 10:00 AM - 1:00 PM","2024-05-30T10:00:00","$550,000","false","House for sale","FOR_SALE","550000","Open: Thu. 10am-1pm","OPEN_HOUSE","7778626"
"7423 W Northview Ave, Glendale, AZ 85305","Glendale","AZ","7423 W Northview Ave","85305","2255",,"3","3","K. Hovnanian Great Western Homes, LLC","$","true","2056284543","false","false","false","false","false","33.54314","-112.21912","true","Open House - 10:00 AM - 5:00 PM","2024-06-01T10:00:00","$464,990","false","New construction","FOR_SALE","464990","Open: Mon-Tue 10am-6pm
...","OPEN_HOUSE","2056284543"
"6903 E 1st Ave, Scottsdale, AZ 85251","Scottsdale","AZ","6903 E 1st Ave","85251","2390",,"3","3","Platinum Living Realty","$","true","240304772","false","false","false","false","false","33.493763","-111.93225","true","Open House - 4:00 - 6:00 PM","2024-05-30T16:00:00","$1,675,000","false","Townhouse for sale","FOR_SALE","1675000","Open: Thu. 4-6pm","OPEN_HOUSE","240304772"
"3050 E Highland Ave, Phoenix, AZ 85016","Phoenix","AZ","3050 E Highland Ave","85016","1460",,"2","3","Locality Real Estate","$","true","7803330","false","false","false","false","false","33.50654","-112.01513","true","Open House - 0:00 - 3:00 PM","2024-05-31T12:00:00","$834,900","false","House for sale","FOR_SALE","834900","Open: Fri. 12-3pm","OPEN_HOUSE","7803330"
"9422 E Diamond Rim Dr, Scottsdale, AZ 85255","Scottsdale","AZ","9422 E Diamond Rim Dr","85255","3776",,"4","4","RETSY","$","true","8041850","false","false","false","false","false","33.665142","-111.8768","true","Open House - 0:00 - 4:00 PM","2024-05-31T12:00:00","$3,850,000","false","House for sale","FOR_SALE","3850000","Open: Fri. 12-4pm","OPEN_HOUSE","8041850"
"8664 W Yukon Dr, Peoria, AZ 85382","Peoria","AZ","8664 W Yukon Dr","85382","2946",,"3","4","Berkshire Hathaway HomeServices Arizona Properties","$","true","60979435","false","false","false","false","false","33.66878","-112.24567","true","Open House - 3:00 - 6:00 PM","2024-05-30T15:00:00","$719,900","false","House for sale","FOR_SALE","719900","Open: Thu. 3-6pm","OPEN_HOUSE","60979435"
"1851 E Ocotillo Rd, Phoenix, AZ 85016","Phoenix","AZ","1851 E Ocotillo Rd","85016","1840",,"3","4","Fathom Realty","$","true","7807996","false","false","false","false","false","33.534508","-112.04042","true","Open House - 11:00 AM - 3:00 PM","2024-06-01T11:00:00","$899,000","false","House for sale","FOR_SALE","899000","Open: Sat. 11am-3pm","OPEN_HOUSE","7807996"
"3131 N Central Ave #3012, Phoenix, AZ 85012","Phoenix","AZ","3131 N Central Ave #3012","85012","1419",,"2","2","The Agency","$","true","284848461","false","false","false","false","false","33.485123","-112.072815","true","Open House - 10:00 AM - 1:00 PM","2024-05-30T10:00:00","$668,880","false","Apartment for sale","FOR_SALE","668880","Open: Thu. 10am-1pm","OPEN_HOUSE","284848461"
"8300 E Via De Ventura UNIT 1016, Scottsdale, AZ 85258","Scottsdale","AZ","8300 E Via De Ventura UNIT 1016","85258","1711",,"3","2","Arizona Best Real Estate","$","true","7854570","false","false","false","false","false","33.554752","-111.90306","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$549,000","false","Townhouse for sale","FOR_SALE","549000","Open: Sat. 10am-1pm","OPEN_HOUSE","7854570"
"17320 N 77th Way, Scottsdale, AZ 85255","Scottsdale","AZ","17320 N 77th Way","85255","2671",,"3","3","HomeSmart","$","true","8015444","false","false","false","false","false","33.64313","-111.913216","true","Open House - 10:00 AM - 0:00 PM","2024-05-30T10:00:00","$1,500,000","false","House for sale","FOR_SALE","1500000","Open: Thu. 10am-12pm","OPEN_HOUSE","8015444"
"10801 E Happy Valley Rd #108, Scottsdale, AZ 85255","Scottsdale","AZ","10801 E Happy Valley Rd #108","85255","5350",,"5","4","eXp Realty","$","true","94882152","false","false","false","false","false","33.70428","-111.84453","true","Open House - 1:00 - 4:00 PM","2024-06-01T13:00:00","$4,500,000","false","House for sale","FOR_SALE","4500000","Open: Sat. 1-4pm","OPEN_HOUSE","94882152"
"7010 N 13th Pl, Phoenix, AZ 85020","Phoenix","AZ","7010 N 13th Pl","85020","3010",,"4","4","R.O.I. Properties","$","true","7791930","false","false","false","false","false","33.538784","-112.05263","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$1,150,000","false","House for sale","FOR_SALE","1150000","Open: Sat. 10am-1pm","OPEN_HOUSE","7791930"
"34599 N 99th Way, Scottsdale, AZ 85262","Scottsdale","AZ","34599 N 99th Way","85262","2840",,"4","3","Russ Lyon Sotheby's International Realty","$","true","67757692","false","false","false","false","false","33.799","-111.86537","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$1,500,000","false","House for sale","FOR_SALE","1500000","Open: Sat. 11am-2pm","OPEN_HOUSE","67757692"
"20660 N 40th St UNIT 2098, Phoenix, AZ 85050","Phoenix","AZ","20660 N 40th St UNIT 2098","85050","1238",,"2","2","Russ Lyon Sotheby's International Realty","$","true","82802930","false","false","false","false","false","33.673683","-112.000244","true","Open House - 10:00 AM - 1:00 PM","2024-06-01T10:00:00","$440,000","false","Apartment for sale","FOR_SALE","440000","Open: Sat. 10am-1pm","OPEN_HOUSE","82802930"
"15221 N Clubgate Dr UNIT 1141, Scottsdale, AZ 85254","Scottsdale","AZ","15221 N Clubgate Dr UNIT 1141","85254","1401",,"2","2","DeLex Realty","$","true","8025521","false","false","false","false","false","33.6251","-111.937996","true","Open House - 10:30 AM - 1:30 PM","2024-06-01T10:30:00","$674,900","false","Townhouse for sale","FOR_SALE","674900","Open: Sat. 10:30am-1:30pm","OPEN_HOUSE","8025521"
"507 E Colter St, Phoenix, AZ 85012","Phoenix","AZ","507 E Colter St","85012","2100",,"2","4","RE/MAX Fine Properties","$","true","7801037","false","false","false","false","false","33.512585","-112.06693","true","Open House - 0:00 - 4:00 PM","2024-06-02T12:00:00","$1,225,000","false","House for sale","FOR_SALE","1225000","Open: Sun. 12-4pm","OPEN_HOUSE","7801037"
"9820 E Thompson Peak Pkwy UNIT 640, Scottsdale, AZ 85255","Scottsdale","AZ","9820 E Thompson Peak Pkwy UNIT 640","85255","6772",,"6","5","RETSY","$","true","81950378","false","false","false","false","false","33.680405","-111.8701","true","Open House - 1:00 - 3:30 PM","2024-06-02T13:00:00","$5,875,000","false","House for sale","FOR_SALE","5875000","Open: Sun. 1-3:30pm","OPEN_HOUSE","81950378"
"19276 N 90th Pl, Scottsdale, AZ 85255","Scottsdale","AZ","19276 N 90th Pl","85255","3045",,"3","5","eXp Realty","$","true","8042057","false","false","false","false","false","33.66114","-111.88644","true","Open House - 11:00 AM - 1:00 PM","2024-05-30T11:00:00","$1,095,000","false","House for sale","FOR_SALE","1095000","Open: Thu. 11am-1pm","OPEN_HOUSE","8042057"
"8107 E San Miguel Ave, Scottsdale, AZ 85250","Scottsdale","AZ","8107 E San Miguel Ave","85250","2146",,"2","4","Launch Powered By Compass","$","true","7839551","false","false","false","false","false","33.519257","-111.90569","true","Open House - 3:00 - 6:00 PM","2024-05-31T15:00:00","$1,175,000","false","House for sale","FOR_SALE","1175000","Showcase","SHOWCASE","7839551"
"6118 N 12th Pl UNIT 2, Phoenix, AZ 85014","Phoenix","AZ","6118 N 12th Pl UNIT 2","85014","1538",,"2","2","Best Homes Real Estate","$","true","7797211","false","false","false","false","false","33.526234","-112.05535","true","Open House - 1:00 - 4:00 PM","2024-05-30T13:00:00","$429,900","false","Townhouse for sale","FOR_SALE","429900","Open: Thu. 1-4pm","OPEN_HOUSE","7797211"
"7336 W Rowel Rd, Peoria, AZ 85383","Peoria","AZ","7336 W Rowel Rd","85383","2614",,"3","6","Century 21 Toma Partners","$","true","54950308","false","false","false","false","false","33.72434","-112.216774","true","Open House - 10:00 AM - 4:00 PM","2024-06-01T10:00:00","$678,999","false","House for sale","FOR_SALE","678999","Open: Sat. 10am-4pm","OPEN_HOUSE","54950308"
"1740 E Ocotillo Rd #4, Phoenix, AZ 85016","Phoenix","AZ","1740 E Ocotillo Rd #4","85016","2150",,"3","2","Urban Luxe Real Estate","$","true","318257153","false","false","false","false","false","33.53507","-112.04353","true","Open House - 0:00 - 4:00 PM","2024-05-30T12:00:00","$1,249,999","false","Townhouse for sale","FOR_SALE","1249999","Open: Thu. 12-4pm","OPEN_HOUSE","318257153"
"4908 E Villa Theresa Dr, Scottsdale, AZ 85254","Scottsdale","AZ","4908 E Villa Theresa Dr","85254","1861",,"2","3","Russ Lyon Sotheby's International Realty","$","true","8031436","false","false","false","false","false","33.654964","-111.97471","true","Open House - 11:00 AM - 2:00 PM","2024-06-01T11:00:00","$740,000","false","House for sale","FOR_SALE","740000","Open: Sat. 11am-2pm","OPEN_HOUSE","8031436"
"7546 W Comet Ave, Peoria, AZ 85345","Peoria","AZ","7546 W Comet Ave","85345","1870",,"3","3","Opendoor Brokerage, LLC","$","true","7682493","false","false","false","false","false","33.579315","-112.22136","true","Open House - 8:00 AM - 7:30 PM","2024-05-30T08:00:00","$415,000","false","House for sale","FOR_SALE","415000","Open: Thu. 8am-7:30pm","OPEN_HOUSE","7682493"
"9820 E Thompson Peak Pkwy UNIT 732, Scottsdale, AZ 85255","Scottsdale","AZ","9820 E Thompson Peak Pkwy UNIT 732","85255","6596",,"5","5","RETSY","$","true","50180522","false","false","false","false","false","33.674187","-111.87335","true","Open House - 0:00 - 4:00 PM","2024-06-01T12:00:00","$6,750,000","false","House for sale","FOR_SALE","6750000","Open: Sat. 12-4pm","OPEN_HOUSE","50180522"
"18002 N 34th Dr, Phoenix, AZ 85053","Phoenix","AZ","18002 N 34th Dr","85053","1384",,"2","3","RE/MAX Elite","$","true","7941329","false","false","false","false","false","33.64928","-112.1329","true","Open House - 0:00 - 3:00 PM","2024-06-02T12:00:00","$430,000","false","House for sale","FOR_SALE","430000","Open: Sun. 12-3pm","OPEN_HOUSE","7941329"
"7410 W Northview Ave, Glendale, AZ 85303","Glendale","AZ","7410 W Northview Ave","85303","1986",,"3","3","K. Hovnanian Great Western Homes, LLC","$","true","2055640736","false","false","false","false","false","33.543575","-112.21877","true","Open House - 10:00 AM - 5:00 PM","2024-06-01T10:00:00","$464,990","false","New construction","FOR_SALE","464990","Open: Mon-Tue 10am-6pm
...","OPEN_HOUSE","2055640736"
